Game:   1, Fuel (liter):  737.0, Record_fuel (liter): 737.0, Cost (pay): 22677, Record_cost (pay): 22677, Time (s):    7522, Record_time (s):    7522, Distance (km):   409.86, Record_distance (km):   409.86, Loaders_waiting (s): 14282, Record_loaders_waiting (s): 14282, Dumpers_waiting (s):  2388, Record_dumpers_waiting (s):  2388, Dumpers required: 20, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 191, Fuel (liter):  632.5, Record_fuel (liter): 621.5, Cost (pay): 19329, Record_cost (pay): 18966, Time (s):    7334, Record_time (s):    5957, Distance (km):   365.26, Record_distance (km):   343.70, Loaders_waiting (s):  4498, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3688, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 192, Fuel (liter):  631.9, Record_fuel (liter): 621.5, Cost (pay): 19349, Record_cost (pay): 18966, Time (s):    8585, Record_time (s):    5957, Distance (km):   362.35, Record_distance (km):   343.70, Loaders_waiting (s):  6001, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3225, Record_dumpers_waiting (s):   858, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 193, Fuel (liter):  670.2, Record_fuel (liter): 621.5, Cost (pay): 21264, Record_cost (pay): 18966, Time (s):   13207, Record_time (s):    5957, Distance (km):   346.35, Record_distance (km):   343.70, Loaders_waiting (s): 27259, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  1491, Record_dumpers_waiting (s):   858, Dumpers required: 12, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 194, Fuel (liter):  636.0, Record_fuel (liter): 621.5, Cost (pay): 19444, Record_cost (pay): 18966, Time (s):    6536, Record_time (s):    5957, Distance (km):   368.10, Record_distance (km):   343.70, Loaders_waiting (s):  3816, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  4471, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 195, Fuel (liter):  641.7, Record_fuel (liter): 621.5, Cost (pay): 19655, Record_cost (pay): 18966, Time (s):    9939, Record_time (s):    5957, Distance (km):   366.57, Record_distance (km):   343.70, Loaders_waiting (s):  6971, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2903, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 196, Fuel (liter):  647.5, Record_fuel (liter): 621.5, Cost (pay): 19968, Record_cost (pay): 18966, Time (s):   12476, Record_time (s):    5957, Distance (km):   364.93, Record_distance (km):   343.70, Loaders_waiting (s):  9464, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3588, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 197, Fuel (liter):  637.5, Record_fuel (liter): 621.5, Cost (pay): 19405, Record_cost (pay): 18966, Time (s):    6613, Record_time (s):    5957, Distance (km):   370.87, Record_distance (km):   343.70, Loaders_waiting (s):  3156, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3500, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 198, Fuel (liter):  641.6, Record_fuel (liter): 621.5, Cost (pay): 19584, Record_cost (pay): 18966, Time (s):    7961, Record_time (s):    5957, Distance (km):   369.75, Record_distance (km):   343.70, Loaders_waiting (s):  5224, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3005, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 199, Fuel (liter):  635.5, Record_fuel (liter): 621.5, Cost (pay): 19404, Record_cost (pay): 18966, Time (s):    7465, Record_time (s):    5957, Distance (km):   366.19, Record_distance (km):   343.70, Loaders_waiting (s):  5222, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2913, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 200, Fuel (liter):  632.6, Record_fuel (liter): 621.5, Cost (pay): 19326, Record_cost (pay): 18966, Time (s):    7847, Record_time (s):    5957, Distance (km):   364.93, Record_distance (km):   343.70, Loaders_waiting (s):  4837, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3306, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 201, Fuel (liter):  816.7, Record_fuel (liter): 621.5, Cost (pay): 25083, Record_cost (pay): 18966, Time (s):    8390, Record_time (s):    5957, Distance (km):   454.80, Record_distance (km):   343.70, Loaders_waiting (s): 15087, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3878, Record_dumpers_waiting (s):   858, Dumpers required: 22, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 202, Fuel (liter):  740.6, Record_fuel (liter): 621.5, Cost (pay): 22720, Record_cost (pay): 18966, Time (s):    9069, Record_time (s):    5957, Distance (km):   414.47, Record_distance (km):   343.70, Loaders_waiting (s): 12996, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2305, Record_dumpers_waiting (s):   858, Dumpers required: 22, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 203, Fuel (liter):  695.2, Record_fuel (liter): 621.5, Cost (pay): 21378, Record_cost (pay): 18966, Time (s):    9005, Record_time (s):    5957, Distance (km):   392.37, Record_distance (km):   343.70, Loaders_waiting (s):  9777, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  4087, Record_dumpers_waiting (s):   858, Dumpers required: 22, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 204, Fuel (liter):  746.2, Record_fuel (liter): 621.5, Cost (pay): 23558, Record_cost (pay): 18966, Time (s):   15205, Record_time (s):    5957, Distance (km):   396.74, Record_distance (km):   343.70, Loaders_waiting (s): 22664, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  6952, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 205, Fuel (liter):  654.7, Record_fuel (liter): 621.5, Cost (pay): 20017, Record_cost (pay): 18966, Time (s):    6533, Record_time (s):    5957, Distance (km):   377.54, Record_distance (km):   343.70, Loaders_waiting (s):  4747, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  4396, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 206, Fuel (liter):  633.9, Record_fuel (liter): 621.5, Cost (pay): 19312, Record_cost (pay): 18966, Time (s):    8783, Record_time (s):    5957, Distance (km):   365.26, Record_distance (km):   343.70, Loaders_waiting (s):  5532, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  1898, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 207, Fuel (liter):  650.3, Record_fuel (liter): 621.5, Cost (pay): 20364, Record_cost (pay): 18966, Time (s):   11183, Record_time (s):    5957, Distance (km):   348.87, Record_distance (km):   343.70, Loaders_waiting (s): 19644, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  1432, Record_dumpers_waiting (s):   858, Dumpers required: 15, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 208, Fuel (liter):  664.9, Record_fuel (liter): 621.5, Cost (pay): 20599, Record_cost (pay): 18966, Time (s):   16046, Record_time (s):    5957, Distance (km):   368.91, Record_distance (km):   343.70, Loaders_waiting (s): 12940, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3294, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 209, Fuel (liter):  654.4, Record_fuel (liter): 621.5, Cost (pay): 20182, Record_cost (pay): 18966, Time (s):   14081, Record_time (s):    5957, Distance (km):   366.68, Record_distance (km):   343.70, Loaders_waiting (s): 10981, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2748, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 210, Fuel (liter):  631.2, Record_fuel (liter): 621.5, Cost (pay): 19253, Record_cost (pay): 18966, Time (s):    6347, Record_time (s):    5957, Distance (km):   367.82, Record_distance (km):   343.70, Loaders_waiting (s):  2421, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  4576, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 211, Fuel (liter):  631.4, Record_fuel (liter): 621.5, Cost (pay): 19214, Record_cost (pay): 18966, Time (s):    6536, Record_time (s):    5957, Distance (km):   366.90, Record_distance (km):   343.70, Loaders_waiting (s):  3507, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2970, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 212, Fuel (liter):  631.6, Record_fuel (liter): 621.5, Cost (pay): 19238, Record_cost (pay): 18966, Time (s):    7284, Record_time (s):    5957, Distance (km):   365.80, Record_distance (km):   343.70, Loaders_waiting (s):  4258, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2696, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 213, Fuel (liter):  637.8, Record_fuel (liter): 621.5, Cost (pay): 19447, Record_cost (pay): 18966, Time (s):    8166, Record_time (s):    5957, Distance (km):   367.30, Record_distance (km):   343.70, Loaders_waiting (s):  5571, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2257, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 214, Fuel (liter):  645.6, Record_fuel (liter): 621.5, Cost (pay): 19741, Record_cost (pay): 18966, Time (s):   10879, Record_time (s):    5957, Distance (km):   367.78, Record_distance (km):   343.70, Loaders_waiting (s):  7947, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  1731, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 215, Fuel (liter):  658.3, Record_fuel (liter): 621.5, Cost (pay): 20311, Record_cost (pay): 18966, Time (s):   15318, Record_time (s):    5957, Distance (km):   366.90, Record_distance (km):   343.70, Loaders_waiting (s): 12383, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  1962, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 216, Fuel (liter):  626.7, Record_fuel (liter): 621.5, Cost (pay): 19012, Record_cost (pay): 18966, Time (s):    6091, Record_time (s):    5957, Distance (km):   365.80, Record_distance (km):   343.70, Loaders_waiting (s):  2803, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2332, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 217, Fuel (liter):  652.4, Record_fuel (liter): 621.5, Cost (pay): 20019, Record_cost (pay): 18966, Time (s):    9493, Record_time (s):    5957, Distance (km):   370.30, Record_distance (km):   343.70, Loaders_waiting (s):  8423, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2788, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 218, Fuel (liter):  635.4, Record_fuel (liter): 621.5, Cost (pay): 19336, Record_cost (pay): 18966, Time (s):    8304, Record_time (s):    5957, Distance (km):   366.90, Record_distance (km):   343.70, Loaders_waiting (s):  5153, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  1841, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 219, Fuel (liter):  657.6, Record_fuel (liter): 621.5, Cost (pay): 20252, Record_cost (pay): 18966, Time (s):   12651, Record_time (s):    5957, Distance (km):   368.71, Record_distance (km):   343.70, Loaders_waiting (s): 11108, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2230, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 220, Fuel (liter):  633.4, Record_fuel (liter): 621.5, Cost (pay): 19286, Record_cost (pay): 18966, Time (s):    8399, Record_time (s):    5957, Distance (km):   365.26, Record_distance (km):   343.70, Loaders_waiting (s):  5439, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  1738, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 221, Fuel (liter):  649.7, Record_fuel (liter): 621.5, Cost (pay): 19977, Record_cost (pay): 18966, Time (s):   13290, Record_time (s):    5957, Distance (km):   365.80, Record_distance (km):   343.70, Loaders_waiting (s): 10167, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2124, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 222, Fuel (liter):  652.0, Record_fuel (liter): 621.5, Cost (pay): 20074, Record_cost (pay): 18966, Time (s):   14024, Record_time (s):    5957, Distance (km):   365.80, Record_distance (km):   343.70, Loaders_waiting (s): 10900, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2121, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 223, Fuel (liter):  644.0, Record_fuel (liter): 621.5, Cost (pay): 19660, Record_cost (pay): 18966, Time (s):    8297, Record_time (s):    5957, Distance (km):   370.44, Record_distance (km):   343.70, Loaders_waiting (s):  5681, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2796, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 224, Fuel (liter):  649.9, Record_fuel (liter): 621.5, Cost (pay): 19935, Record_cost (pay): 18966, Time (s):    9361, Record_time (s):    5957, Distance (km):   369.50, Record_distance (km):   343.70, Loaders_waiting (s):  8025, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2876, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 225, Fuel (liter):  658.9, Record_fuel (liter): 621.5, Cost (pay): 20335, Record_cost (pay): 18966, Time (s):   15509, Record_time (s):    5957, Distance (km):   366.90, Record_distance (km):   343.70, Loaders_waiting (s): 12549, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  1981, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 226, Fuel (liter):  790.4, Record_fuel (liter): 621.5, Cost (pay): 24721, Record_cost (pay): 18966, Time (s):   16583, Record_time (s):    5957, Distance (km):   420.26, Record_distance (km):   343.70, Loaders_waiting (s): 25448, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2985, Record_dumpers_waiting (s):   858, Dumpers required: 21, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 227, Fuel (liter):  775.4, Record_fuel (liter): 621.5, Cost (pay): 24510, Record_cost (pay): 18966, Time (s):   13456, Record_time (s):    5957, Distance (km):   412.18, Record_distance (km):   343.70, Loaders_waiting (s): 23165, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  8555, Record_dumpers_waiting (s):   858, Dumpers required: 20, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 228, Fuel (liter):  720.1, Record_fuel (liter): 621.5, Cost (pay): 22241, Record_cost (pay): 18966, Time (s):    8295, Record_time (s):    5957, Distance (km):   400.61, Record_distance (km):   343.70, Loaders_waiting (s): 13270, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  4073, Record_dumpers_waiting (s):   858, Dumpers required: 20, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 229, Fuel (liter):  721.9, Record_fuel (liter): 621.5, Cost (pay): 22509, Record_cost (pay): 18966, Time (s):   13816, Record_time (s):    5957, Distance (km):   398.68, Record_distance (km):   343.70, Loaders_waiting (s): 13752, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  7484, Record_dumpers_waiting (s):   858, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 230, Fuel (liter):  664.9, Record_fuel (liter): 621.5, Cost (pay): 20573, Record_cost (pay): 18966, Time (s):   11580, Record_time (s):    5957, Distance (km):   374.97, Record_distance (km):   343.70, Loaders_waiting (s):  8844, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  5921, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 231, Fuel (liter):  634.1, Record_fuel (liter): 621.5, Cost (pay): 19396, Record_cost (pay): 18966, Time (s):    7661, Record_time (s):    5957, Distance (km):   365.55, Record_distance (km):   343.70, Loaders_waiting (s):  4823, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3793, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 232, Fuel (liter):  645.0, Record_fuel (liter): 621.5, Cost (pay): 19752, Record_cost (pay): 18966, Time (s):    9909, Record_time (s):    5957, Distance (km):   366.59, Record_distance (km):   343.70, Loaders_waiting (s):  8320, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  1936, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 233, Fuel (liter):  672.1, Record_fuel (liter): 621.5, Cost (pay): 21124, Record_cost (pay): 18966, Time (s):   14664, Record_time (s):    5957, Distance (km):   370.58, Record_distance (km):   343.70, Loaders_waiting (s): 12308, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  9376, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 234, Fuel (liter):  621.2, Record_fuel (liter): 621.2, Cost (pay): 18878, Record_cost (pay): 18878, Time (s):    6376, Record_time (s):    5957, Distance (km):   362.25, Record_distance (km):   343.70, Loaders_waiting (s):  2835, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2724, Record_dumpers_waiting (s):   858, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 235, Fuel (liter):  638.1, Record_fuel (liter): 621.2, Cost (pay): 19446, Record_cost (pay): 18878, Time (s):    7477, Record_time (s):    5957, Distance (km):   367.61, Record_distance (km):   343.70, Loaders_waiting (s):  5553, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2094, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
